,Task,Granularity,Complexity,Trial,Individual,Performance
2916,Easy-to-hard,1,6,8,Open,1.0
2917,Easy-to-hard,1,6,8,Conservative ,0.506344
2918,Easy-to-hard,1,6,9,Open,1.0
2919,Easy-to-hard,1,6,9,Conservative ,0.5107579999999998
2920,Easy-to-hard,1,7,0,Open,1.0
2921,Easy-to-hard,1,7,0,Conservative ,0.48842399999999997
2922,Easy-to-hard,1,7,1,Open,1.0
2923,Easy-to-hard,1,7,1,Conservative ,0.4302900000000001
2924,Easy-to-hard,1,7,2,Open,1.0
2925,Easy-to-hard,1,7,2,Conservative ,0.508148
2926,Easy-to-hard,1,7,3,Open,1.0
2927,Easy-to-hard,1,7,3,Conservative ,0.470386
2928,Easy-to-hard,1,7,4,Open,1.0
2929,Easy-to-hard,1,7,4,Conservative ,0.3711180000000001
2930,Easy-to-hard,1,7,5,Open,1.0
2931,Easy-to-hard,1,7,5,Conservative ,0.5074780000000001
2932,Easy-to-hard,1,7,6,Open,1.0
2933,Easy-to-hard,1,7,6,Conservative ,0.45137800000000006
2934,Easy-to-hard,1,7,7,Open,1.0
2935,Easy-to-hard,1,7,7,Conservative ,0.52861
2936,Easy-to-hard,1,7,8,Open,1.0
2937,Easy-to-hard,1,7,8,Conservative ,0.353102
2938,Easy-to-hard,1,7,9,Open,1.0
2939,Easy-to-hard,1,7,9,Conservative ,0.33732999999999996
2940,Easy-to-hard,1,8,0,Open,1.0
2941,Easy-to-hard,1,8,0,Conservative ,0.718634
2942,Easy-to-hard,1,8,1,Open,1.0
2943,Easy-to-hard,1,8,1,Conservative ,0.7181700000000001
2944,Easy-to-hard,1,8,2,Open,1.0
2945,Easy-to-hard,1,8,2,Conservative ,0.7276560000000001
2946,Easy-to-hard,1,8,3,Open,1.0
2947,Easy-to-hard,1,8,3,Conservative ,0.708672
2948,Easy-to-hard,1,8,4,Open,1.0
2949,Easy-to-hard,1,8,4,Conservative ,0.75791
2950,Easy-to-hard,1,8,5,Open,1.0
2951,Easy-to-hard,1,8,5,Conservative ,0.7469859999999996
2952,Easy-to-hard,1,8,6,Open,1.0
2953,Easy-to-hard,1,8,6,Conservative ,0.7695879999999999
2954,Easy-to-hard,1,8,7,Open,1.0
2955,Easy-to-hard,1,8,7,Conservative ,0.6382680000000002
2956,Easy-to-hard,1,8,8,Open,1.0
2957,Easy-to-hard,1,8,8,Conservative ,0.7567699999999996
2958,Easy-to-hard,1,8,9,Open,1.0
2959,Easy-to-hard,1,8,9,Conservative ,0.5709700000000002
2960,Easy-to-hard,1,9,0,Open,1.0
2961,Easy-to-hard,1,9,0,Conservative ,0.5669559999999998
2962,Easy-to-hard,1,9,1,Open,1.0
2963,Easy-to-hard,1,9,1,Conservative ,0.6026159999999998
2964,Easy-to-hard,1,9,2,Open,1.0
2965,Easy-to-hard,1,9,2,Conservative ,0.6369239999999998
2966,Easy-to-hard,1,9,3,Open,1.0
2967,Easy-to-hard,1,9,3,Conservative ,0.5627059999999998
2968,Easy-to-hard,1,9,4,Open,1.0
2969,Easy-to-hard,1,9,4,Conservative ,0.5627959999999999
2970,Easy-to-hard,1,9,5,Open,1.0
2971,Easy-to-hard,1,9,5,Conservative ,0.5732499999999999
2972,Easy-to-hard,1,9,6,Open,1.0
2973,Easy-to-hard,1,9,6,Conservative ,0.5483079999999998
2974,Easy-to-hard,1,9,7,Open,1.0
2975,Easy-to-hard,1,9,7,Conservative ,0.5786719999999997
2976,Easy-to-hard,1,9,8,Open,1.0
2977,Easy-to-hard,1,9,8,Conservative ,0.5731599999999998
2978,Easy-to-hard,1,9,9,Open,1.0
2979,Easy-to-hard,1,9,9,Conservative ,0.6047859999999998
2980,Easy-to-hard,1,10,0,Open,1.0
2981,Easy-to-hard,1,10,0,Conservative ,0.471586
2982,Easy-to-hard,1,10,1,Open,1.0
2983,Easy-to-hard,1,10,1,Conservative ,0.5262540000000001
2984,Easy-to-hard,1,10,2,Open,1.0
2985,Easy-to-hard,1,10,2,Conservative ,0.23692999999999986
2986,Easy-to-hard,1,10,3,Open,1.0
2987,Easy-to-hard,1,10,3,Conservative ,0.37299000000000015
2988,Easy-to-hard,1,10,4,Open,1.0
2989,Easy-to-hard,1,10,4,Conservative ,0.451378
2990,Easy-to-hard,1,10,5,Open,1.0
2991,Easy-to-hard,1,10,5,Conservative ,0.468216
2992,Easy-to-hard,1,10,6,Open,1.0
2993,Easy-to-hard,1,10,6,Conservative ,0.5096020000000001
2994,Easy-to-hard,1,10,7,Open,1.0
2995,Easy-to-hard,1,10,7,Conservative ,0.49177199999999993
2996,Easy-to-hard,1,10,8,Open,1.0
2997,Easy-to-hard,1,10,8,Conservative ,0.43019999999999997
2998,Easy-to-hard,1,10,9,Open,1.0
2999,Easy-to-hard,1,10,9,Conservative ,0.526806
3000,Easy-to-hard,1,11,0,Open,1.0
3001,Easy-to-hard,1,11,0,Conservative ,0.413384
3002,Easy-to-hard,1,11,1,Open,1.0
3003,Easy-to-hard,1,11,1,Conservative ,0.5107799999999999
3004,Easy-to-hard,1,11,2,Open,1.0
3005,Easy-to-hard,1,11,2,Conservative ,0.375278
3006,Easy-to-hard,1,11,3,Open,1.0
3007,Easy-to-hard,1,11,3,Conservative ,0.2601419999999999
3008,Easy-to-hard,1,11,4,Open,1.0
3009,Easy-to-hard,1,11,4,Conservative ,0.41146800000000006
3010,Easy-to-hard,1,11,5,Open,1.0
3011,Easy-to-hard,1,11,5,Conservative ,0.431192
3012,Easy-to-hard,1,11,6,Open,1.0
3013,Easy-to-hard,1,11,6,Conservative ,0.46830600000000006
3014,Easy-to-hard,1,11,7,Open,1.0
3015,Easy-to-hard,1,11,7,Conservative ,0.5096020000000001
3016,Easy-to-hard,1,11,8,Open,1.0
3017,Easy-to-hard,1,11,8,Conservative ,0.44837399999999994
3018,Easy-to-hard,1,11,9,Open,1.0
3019,Easy-to-hard,1,11,9,Conservative ,0.35398199999999996
3020,Easy-to-hard,1,12,0,Open,1.0
3021,Easy-to-hard,1,12,0,Conservative ,0.7370300000000001
3022,Easy-to-hard,1,12,1,Open,1.0
3023,Easy-to-hard,1,12,1,Conservative ,0.7777799999999999
3024,Easy-to-hard,1,12,2,Open,1.0
3025,Easy-to-hard,1,12,2,Conservative ,0.7383739999999999
3026,Easy-to-hard,1,12,3,Open,1.0
3027,Easy-to-hard,1,12,3,Conservative ,0.74913
3028,Easy-to-hard,1,12,4,Open,1.0
3029,Easy-to-hard,1,12,4,Conservative ,0.7180879999999995
3030,Easy-to-hard,1,12,5,Open,1.0
3031,Easy-to-hard,1,12,5,Conservative ,0.8077299999999997
3032,Easy-to-hard,1,12,6,Open,1.0
3033,Easy-to-hard,1,12,6,Conservative ,0.6980520000000001
3034,Easy-to-hard,1,12,7,Open,1.0
3035,Easy-to-hard,1,12,7,Conservative ,0.708132
3036,Easy-to-hard,1,12,8,Open,1.0
3037,Easy-to-hard,1,12,8,Conservative ,0.678008
3038,Easy-to-hard,1,12,9,Open,1.0
3039,Easy-to-hard,1,12,9,Conservative ,0.649192
3040,Easy-to-hard,1,13,0,Open,1.0
3041,Easy-to-hard,1,13,0,Conservative ,0.5524679999999997
3042,Easy-to-hard,1,13,1,Open,1.0
3043,Easy-to-hard,1,13,1,Conservative ,0.5786719999999996
3044,Easy-to-hard,1,13,2,Open,1.0
3045,Easy-to-hard,1,13,2,Conservative ,0.5943319999999997
3046,Easy-to-hard,1,13,3,Open,1.0
3047,Easy-to-hard,1,13,3,Conservative ,0.5304779999999998
3048,Easy-to-hard,1,13,4,Open,1.0
3049,Easy-to-hard,1,13,4,Conservative ,0.5745119999999998
3050,Easy-to-hard,1,13,5,Open,1.0
3051,Easy-to-hard,1,13,5,Conservative ,0.6124099999999999
3052,Easy-to-hard,1,13,6,Open,1.0
3053,Easy-to-hard,1,13,6,Conservative ,0.5964119999999997
3054,Easy-to-hard,1,13,7,Open,1.0
3055,Easy-to-hard,1,13,7,Conservative ,0.5952399999999998
3056,Easy-to-hard,1,13,8,Open,1.0
3057,Easy-to-hard,1,13,8,Conservative ,0.5682179999999997
3058,Easy-to-hard,1,13,9,Open,1.0
3059,Easy-to-hard,1,13,9,Conservative ,0.5683079999999997
3060,Easy-to-hard,1,14,0,Open,1.0
3061,Easy-to-hard,1,14,0,Conservative ,0.472764
3062,Easy-to-hard,1,14,1,Open,1.0
3063,Easy-to-hard,1,14,1,Conservative ,0.48939400000000005
3064,Easy-to-hard,1,14,2,Open,1.0
3065,Easy-to-hard,1,14,2,Conservative ,0.3892920000000001
3066,Easy-to-hard,1,14,3,Open,1.0
3067,Easy-to-hard,1,14,3,Conservative ,0.4704080000000001
3068,Easy-to-hard,1,14,4,Open,1.0
3069,Easy-to-hard,1,14,4,Conservative ,0.35208799999999996
3070,Easy-to-hard,1,14,5,Open,1.0
3071,Easy-to-hard,1,14,5,Conservative ,0.2568619999999999
3072,Easy-to-hard,1,14,6,Open,1.0
3073,Easy-to-hard,1,14,6,Conservative ,0.53069
3074,Easy-to-hard,1,14,7,Open,1.0
3075,Easy-to-hard,1,14,7,Conservative ,0.5107579999999999
3076,Easy-to-hard,1,14,8,Open,1.0
3077,Easy-to-hard,1,14,8,Conservative ,0.4122060000000002
3078,Easy-to-hard,1,14,9,Open,1.0
3079,Easy-to-hard,1,14,9,Conservative ,0.43028999999999995
3080,Easy-to-hard,2,1,0,Open,1.0
3081,Easy-to-hard,2,1,0,Conservative ,0.975610000000001
3082,Easy-to-hard,2,1,1,Open,1.0
3083,Easy-to-hard,2,1,1,Conservative ,0.977812000000001
3084,Easy-to-hard,2,1,2,Open,1.0
3085,Easy-to-hard,2,1,2,Conservative ,0.9675540000000009
3086,Easy-to-hard,2,1,3,Open,1.0
3087,Easy-to-hard,2,1,3,Conservative ,0.970726000000001
3088,Easy-to-hard,2,1,4,Open,1.0
3089,Easy-to-hard,2,1,4,Conservative ,0.9673580000000009
3090,Easy-to-hard,2,1,5,Open,1.0
3091,Easy-to-hard,2,1,5,Conservative ,0.9674680000000009
3092,Easy-to-hard,2,1,6,Open,1.0
3093,Easy-to-hard,2,1,6,Conservative ,0.967448000000001
3094,Easy-to-hard,2,1,7,Open,1.0
3095,Easy-to-hard,2,1,7,Conservative ,0.9849820000000009
3096,Easy-to-hard,2,1,8,Open,1.0
3097,Easy-to-hard,2,1,8,Conservative ,0.9673580000000009
3098,Easy-to-hard,2,1,9,Open,1.0
3099,Easy-to-hard,2,1,9,Conservative ,0.9673580000000009
3100,Easy-to-hard,2,2,0,Open,1.0
3101,Easy-to-hard,2,2,0,Conservative ,0.9177019999999991
3102,Easy-to-hard,2,2,1,Open,1.0
3103,Easy-to-hard,2,2,1,Conservative ,0.9193259999999991
3104,Easy-to-hard,2,2,2,Open,1.0
3105,Easy-to-hard,2,2,2,Conservative ,0.9259779999999991
3106,Easy-to-hard,2,2,3,Open,1.0
3107,Easy-to-hard,2,2,3,Conservative ,0.9276539999999991
3108,Easy-to-hard,2,2,4,Open,1.0
3109,Easy-to-hard,2,2,4,Conservative ,0.920733999999999
3110,Easy-to-hard,2,2,5,Open,1.0
3111,Easy-to-hard,2,2,5,Conservative ,0.9176279999999991
3112,Easy-to-hard,2,2,6,Open,1.0
3113,Easy-to-hard,2,2,6,Conservative ,0.9491679999999989
3114,Easy-to-hard,2,2,7,Open,1.0
3115,Easy-to-hard,2,2,7,Conservative ,0.919115999999999
3116,Easy-to-hard,2,2,8,Open,1.0
3117,Easy-to-hard,2,2,8,Conservative ,0.9177879999999992
3118,Easy-to-hard,2,2,9,Open,1.0
3119,Easy-to-hard,2,2,9,Conservative ,0.9184439999999993
3120,Easy-to-hard,2,3,0,Open,1.0
3121,Easy-to-hard,2,3,0,Conservative ,0.771378
3122,Easy-to-hard,2,3,1,Open,1.0
3123,Easy-to-hard,2,3,1,Conservative ,0.7754959999999999
3124,Easy-to-hard,2,3,2,Open,1.0
3125,Easy-to-hard,2,3,2,Conservative ,0.7780159999999999
3126,Easy-to-hard,2,3,3,Open,1.0
3127,Easy-to-hard,2,3,3,Conservative ,0.7921679999999998
3128,Easy-to-hard,2,3,4,Open,1.0
3129,Easy-to-hard,2,3,4,Conservative ,0.7863659999999997
3130,Easy-to-hard,2,3,5,Open,1.0
3131,Easy-to-hard,2,3,5,Conservative ,0.7832819999999998
3132,Easy-to-hard,2,3,6,Open,1.0
3133,Easy-to-hard,2,3,6,Conservative ,0.7765280000000001
3134,Easy-to-hard,2,3,7,Open,1.0
3135,Easy-to-hard,2,3,7,Conservative ,0.7762699999999999
3136,Easy-to-hard,2,3,8,Open,1.0
3137,Easy-to-hard,2,3,8,Conservative ,0.772322
3138,Easy-to-hard,2,3,9,Open,1.0
3139,Easy-to-hard,2,3,9,Conservative ,0.7781599999999999
3140,Easy-to-hard,2,4,0,Open,1.0
3141,Easy-to-hard,2,4,0,Conservative ,0.5096120000000004
3142,Easy-to-hard,2,4,1,Open,1.0
3143,Easy-to-hard,2,4,1,Conservative ,0.5024720000000005
3144,Easy-to-hard,2,4,2,Open,1.0
3145,Easy-to-hard,2,4,2,Conservative ,0.5514540000000004
3146,Easy-to-hard,2,4,3,Open,1.0
3147,Easy-to-hard,2,4,3,Conservative ,0.5006940000000004
3148,Easy-to-hard,2,4,4,Open,1.0
3149,Easy-to-hard,2,4,4,Conservative ,0.48886400000000024
3150,Easy-to-hard,2,4,5,Open,1.0
3151,Easy-to-hard,2,4,5,Conservative ,0.5113440000000004
3152,Easy-to-hard,2,4,6,Open,1.0
3153,Easy-to-hard,2,4,6,Conservative ,0.49718800000000024
3154,Easy-to-hard,2,4,7,Open,1.0
3155,Easy-to-hard,2,4,7,Conservative ,0.47122400000000025
3156,Easy-to-hard,2,4,8,Open,1.0
3157,Easy-to-hard,2,4,8,Conservative ,0.5138940000000002
3158,Easy-to-hard,2,4,9,Open,1.0
3159,Easy-to-hard,2,4,9,Conservative ,0.5059080000000001
3160,Easy-to-hard,2,5,0,Open,1.0
3161,Easy-to-hard,2,5,0,Conservative ,0.531266
3162,Easy-to-hard,2,5,1,Open,1.0
3163,Easy-to-hard,2,5,1,Conservative ,0.52062
3164,Easy-to-hard,2,5,2,Open,1.0
3165,Easy-to-hard,2,5,2,Conservative ,0.5684859999999999
3166,Easy-to-hard,2,5,3,Open,1.0
3167,Easy-to-hard,2,5,3,Conservative ,0.558242
3168,Easy-to-hard,2,5,4,Open,1.0
3169,Easy-to-hard,2,5,4,Conservative ,0.56902
3170,Easy-to-hard,2,5,5,Open,1.0
3171,Easy-to-hard,2,5,5,Conservative ,0.49681200000000003
3172,Easy-to-hard,2,5,6,Open,1.0
3173,Easy-to-hard,2,5,6,Conservative ,0.53216
3174,Easy-to-hard,2,5,7,Open,1.0
3175,Easy-to-hard,2,5,7,Conservative ,0.37071200000000004
3176,Easy-to-hard,2,5,8,Open,1.0
3177,Easy-to-hard,2,5,8,Conservative ,0.5187959999999999
3178,Easy-to-hard,2,5,9,Open,1.0
3179,Easy-to-hard,2,5,9,Conservative ,0.5150859999999999
3180,Easy-to-hard,2,6,0,Open,1.0
3181,Easy-to-hard,2,6,0,Conservative ,0.723108
3182,Easy-to-hard,2,6,1,Open,1.0
3183,Easy-to-hard,2,6,1,Conservative ,0.6928719999999998
3184,Easy-to-hard,2,6,2,Open,1.0
3185,Easy-to-hard,2,6,2,Conservative ,0.6451839999999999
3186,Easy-to-hard,2,6,3,Open,1.0
3187,Easy-to-hard,2,6,3,Conservative ,0.7162959999999999
3188,Easy-to-hard,2,6,4,Open,1.0
3189,Easy-to-hard,2,6,4,Conservative ,0.7007579999999999
3190,Easy-to-hard,2,6,5,Open,1.0
3191,Easy-to-hard,2,6,5,Conservative ,0.5710739999999999
3192,Easy-to-hard,2,6,6,Open,1.0
3193,Easy-to-hard,2,6,6,Conservative ,0.605764
3194,Easy-to-hard,2,6,7,Open,1.0
3195,Easy-to-hard,2,6,7,Conservative ,0.6327099999999999
3196,Easy-to-hard,2,6,8,Open,1.0
3197,Easy-to-hard,2,6,8,Conservative ,0.6817360000000001
3198,Easy-to-hard,2,6,9,Open,1.0
3199,Easy-to-hard,2,6,9,Conservative ,0.5713919999999999
3200,Easy-to-hard,2,7,0,Open,1.0
3201,Easy-to-hard,2,7,0,Conservative ,0.505066
3202,Easy-to-hard,2,7,1,Open,1.0
3203,Easy-to-hard,2,7,1,Conservative ,0.45211199999999996
3204,Easy-to-hard,2,7,2,Open,1.0
3205,Easy-to-hard,2,7,2,Conservative ,0.49144200000000005
3206,Easy-to-hard,2,7,3,Open,1.0
3207,Easy-to-hard,2,7,3,Conservative ,0.5262100000000001
3208,Easy-to-hard,2,7,4,Open,1.0
3209,Easy-to-hard,2,7,4,Conservative ,0.4105540000000001
3210,Easy-to-hard,2,7,5,Open,1.0
3211,Easy-to-hard,2,7,5,Conservative ,0.4792159999999999
3212,Easy-to-hard,2,7,6,Open,1.0
3213,Easy-to-hard,2,7,6,Conservative ,0.434168
3214,Easy-to-hard,2,7,7,Open,1.0
3215,Easy-to-hard,2,7,7,Conservative ,0.5576340000000001
3216,Easy-to-hard,2,7,8,Open,1.0
3217,Easy-to-hard,2,7,8,Conservative ,0.446062
3218,Easy-to-hard,2,7,9,Open,1.0
3219,Easy-to-hard,2,7,9,Conservative ,0.46514599999999995
3220,Easy-to-hard,2,8,0,Open,1.0
3221,Easy-to-hard,2,8,0,Conservative ,0.822314
3222,Easy-to-hard,2,8,1,Open,1.0
3223,Easy-to-hard,2,8,1,Conservative ,0.7195079999999998
3224,Easy-to-hard,2,8,2,Open,1.0
3225,Easy-to-hard,2,8,2,Conservative ,0.7322819999999999
3226,Easy-to-hard,2,8,3,Open,1.0
3227,Easy-to-hard,2,8,3,Conservative ,0.766572
3228,Easy-to-hard,2,8,4,Open,1.0
3229,Easy-to-hard,2,8,4,Conservative ,0.76933
3230,Easy-to-hard,2,8,5,Open,1.0
3231,Easy-to-hard,2,8,5,Conservative ,0.6882980000000001
3232,Easy-to-hard,2,8,6,Open,1.0
3233,Easy-to-hard,2,8,6,Conservative ,0.6810799999999999
3234,Easy-to-hard,2,8,7,Open,1.0
3235,Easy-to-hard,2,8,7,Conservative ,0.8188559999999998
3236,Easy-to-hard,2,8,8,Open,1.0
3237,Easy-to-hard,2,8,8,Conservative ,0.7283419999999999
3238,Easy-to-hard,2,8,9,Open,1.0
3239,Easy-to-hard,2,8,9,Conservative ,0.7345
3240,Easy-to-hard,2,9,0,Open,1.0
3241,Easy-to-hard,2,9,0,Conservative ,0.6082960000000002
3242,Easy-to-hard,2,9,1,Open,1.0
3243,Easy-to-hard,2,9,1,Conservative ,0.6015420000000001
3244,Easy-to-hard,2,9,2,Open,1.0
3245,Easy-to-hard,2,9,2,Conservative ,0.621568
3246,Easy-to-hard,2,9,3,Open,1.0
3247,Easy-to-hard,2,9,3,Conservative ,0.6337260000000001
3248,Easy-to-hard,2,9,4,Open,1.0
3249,Easy-to-hard,2,9,4,Conservative ,0.6343460000000003
3250,Easy-to-hard,2,9,5,Open,1.0
3251,Easy-to-hard,2,9,5,Conservative ,0.6321660000000001
3252,Easy-to-hard,2,9,6,Open,1.0
3253,Easy-to-hard,2,9,6,Conservative ,0.6499540000000001
3254,Easy-to-hard,2,9,7,Open,1.0
3255,Easy-to-hard,2,9,7,Conservative ,0.6329060000000001
3256,Easy-to-hard,2,9,8,Open,1.0
3257,Easy-to-hard,2,9,8,Conservative ,0.6208160000000001
3258,Easy-to-hard,2,9,9,Open,1.0
3259,Easy-to-hard,2,9,9,Conservative ,0.6276300000000001
3260,Easy-to-hard,2,10,0,Open,1.0
3261,Easy-to-hard,2,10,0,Conservative ,0.4868159999999999
3262,Easy-to-hard,2,10,1,Open,1.0
3263,Easy-to-hard,2,10,1,Conservative ,0.47485600000000006
3264,Easy-to-hard,2,10,2,Open,1.0
3265,Easy-to-hard,2,10,2,Conservative ,0.522254
3266,Easy-to-hard,2,10,3,Open,1.0
3267,Easy-to-hard,2,10,3,Conservative ,0.4139939999999999
3268,Easy-to-hard,2,10,4,Open,1.0
3269,Easy-to-hard,2,10,4,Conservative ,0.39828600000000003
3270,Easy-to-hard,2,10,5,Open,1.0
3271,Easy-to-hard,2,10,5,Conservative ,0.44311399999999984
3272,Easy-to-hard,2,10,6,Open,1.0
3273,Easy-to-hard,2,10,6,Conservative ,0.3810079999999999
3274,Easy-to-hard,2,10,7,Open,1.0
3275,Easy-to-hard,2,10,7,Conservative ,0.3410000000000001
3276,Easy-to-hard,2,10,8,Open,1.0
3277,Easy-to-hard,2,10,8,Conservative ,0.38548000000000004
3278,Easy-to-hard,2,10,9,Open,1.0
3279,Easy-to-hard,2,10,9,Conservative ,0.34777599999999986
3280,Easy-to-hard,2,11,0,Open,1.0
3281,Easy-to-hard,2,11,0,Conservative ,0.806426
3282,Easy-to-hard,2,11,1,Open,1.0
3283,Easy-to-hard,2,11,1,Conservative ,0.842514
3284,Easy-to-hard,2,11,2,Open,1.0
3285,Easy-to-hard,2,11,2,Conservative ,0.8902920000000001
3286,Easy-to-hard,2,11,3,Open,1.0
3287,Easy-to-hard,2,11,3,Conservative ,0.8115579999999999
3288,Easy-to-hard,2,11,4,Open,1.0
3289,Easy-to-hard,2,11,4,Conservative ,0.77396
3290,Easy-to-hard,2,11,5,Open,1.0
3291,Easy-to-hard,2,11,5,Conservative ,0.8028459999999998
3292,Easy-to-hard,2,11,6,Open,1.0
3293,Easy-to-hard,2,11,6,Conservative ,0.8540959999999999
3294,Easy-to-hard,2,11,7,Open,1.0
3295,Easy-to-hard,2,11,7,Conservative ,0.8234299999999998
3296,Easy-to-hard,2,11,8,Open,1.0
3297,Easy-to-hard,2,11,8,Conservative ,0.8459479999999999
3298,Easy-to-hard,2,11,9,Open,1.0
3299,Easy-to-hard,2,11,9,Conservative ,0.8530199999999998
3300,Easy-to-hard,2,12,0,Open,1.0
3301,Easy-to-hard,2,12,0,Conservative ,0.8604299999999999
3302,Easy-to-hard,2,12,1,Open,1.0
3303,Easy-to-hard,2,12,1,Conservative ,0.8556119999999998
3304,Easy-to-hard,2,12,2,Open,1.0
3305,Easy-to-hard,2,12,2,Conservative ,0.8509399999999998
3306,Easy-to-hard,2,12,3,Open,1.0
3307,Easy-to-hard,2,12,3,Conservative ,0.8625639999999999
3308,Easy-to-hard,2,12,4,Open,1.0
3309,Easy-to-hard,2,12,4,Conservative ,0.851082
3310,Easy-to-hard,2,12,5,Open,1.0
3311,Easy-to-hard,2,12,5,Conservative ,0.8498619999999998
3312,Easy-to-hard,2,12,6,Open,1.0
3313,Easy-to-hard,2,12,6,Conservative ,0.8514299999999999
3314,Easy-to-hard,2,12,7,Open,1.0
3315,Easy-to-hard,2,12,7,Conservative ,0.8477339999999998
3316,Easy-to-hard,2,12,8,Open,1.0
3317,Easy-to-hard,2,12,8,Conservative ,0.8537379999999998
3318,Easy-to-hard,2,12,9,Open,1.0
3319,Easy-to-hard,2,12,9,Conservative ,0.8527879999999999
3320,Easy-to-hard,2,13,0,Open,1.0
3321,Easy-to-hard,2,13,0,Conservative ,0.6887960000000001
3322,Easy-to-hard,2,13,1,Open,1.0
3323,Easy-to-hard,2,13,1,Conservative ,0.6988220000000002
3324,Easy-to-hard,2,13,2,Open,1.0
3325,Easy-to-hard,2,13,2,Conservative ,0.6990100000000001
3326,Easy-to-hard,2,13,3,Open,1.0
3327,Easy-to-hard,2,13,3,Conservative ,0.6900720000000001
3328,Easy-to-hard,2,13,4,Open,1.0
3329,Easy-to-hard,2,13,4,Conservative ,0.7068820000000001
3330,Easy-to-hard,2,13,5,Open,1.0
3331,Easy-to-hard,2,13,5,Conservative ,0.688716
3332,Easy-to-hard,2,13,6,Open,1.0
3333,Easy-to-hard,2,13,6,Conservative ,0.6974960000000001
3334,Easy-to-hard,2,13,7,Open,1.0
3335,Easy-to-hard,2,13,7,Conservative ,0.6941400000000002
3336,Easy-to-hard,2,13,8,Open,1.0
3337,Easy-to-hard,2,13,8,Conservative ,0.7205120000000003
3338,Easy-to-hard,2,13,9,Open,1.0
3339,Easy-to-hard,2,13,9,Conservative ,0.6937320000000001
3340,Easy-to-hard,2,14,0,Open,1.0
3341,Easy-to-hard,2,14,0,Conservative ,0.4877520000000001
3342,Easy-to-hard,2,14,1,Open,1.0
3343,Easy-to-hard,2,14,1,Conservative ,0.4660040000000001
3344,Easy-to-hard,2,14,2,Open,1.0
3345,Easy-to-hard,2,14,2,Conservative ,0.5285960000000001
3346,Easy-to-hard,2,14,3,Open,1.0
3347,Easy-to-hard,2,14,3,Conservative ,0.518908
3348,Easy-to-hard,2,14,4,Open,1.0
3349,Easy-to-hard,2,14,4,Conservative ,0.539602
3350,Easy-to-hard,2,14,5,Open,1.0
3351,Easy-to-hard,2,14,5,Conservative ,0.541316
3352,Easy-to-hard,2,14,6,Open,1.0
3353,Easy-to-hard,2,14,6,Conservative ,0.485018
3354,Easy-to-hard,2,14,7,Open,1.0
3355,Easy-to-hard,2,14,7,Conservative ,0.502294
3356,Easy-to-hard,2,14,8,Open,1.0
3357,Easy-to-hard,2,14,8,Conservative ,0.450444
3358,Easy-to-hard,2,14,9,Open,1.0
3359,Easy-to-hard,2,14,9,Conservative ,0.46462400000000004
3360,Easy-to-hard,3,1,0,Open,1.0
3361,Easy-to-hard,3,1,0,Conservative ,0.9798259999999993
3362,Easy-to-hard,3,1,1,Open,1.0
3363,Easy-to-hard,3,1,1,Conservative ,0.9813659999999993
3364,Easy-to-hard,3,1,2,Open,1.0
3365,Easy-to-hard,3,1,2,Conservative ,0.9807239999999993
3366,Easy-to-hard,3,1,3,Open,1.0
3367,Easy-to-hard,3,1,3,Conservative ,0.9888079999999994
3368,Easy-to-hard,3,1,4,Open,1.0
3369,Easy-to-hard,3,1,4,Conservative ,0.9798259999999993
3370,Easy-to-hard,3,1,5,Open,1.0
3371,Easy-to-hard,3,1,5,Conservative ,0.9846059999999993
3372,Easy-to-hard,3,1,6,Open,1.0
3373,Easy-to-hard,3,1,6,Conservative ,0.9819959999999993
3374,Easy-to-hard,3,1,7,Open,1.0
3375,Easy-to-hard,3,1,7,Conservative ,0.9838599999999994
3376,Easy-to-hard,3,1,8,Open,1.0
3377,Easy-to-hard,3,1,8,Conservative ,0.9823719999999994
3378,Easy-to-hard,3,1,9,Open,1.0
3379,Easy-to-hard,3,1,9,Conservative ,0.9919219999999993
3380,Easy-to-hard,3,2,0,Open,1.0
3381,Easy-to-hard,3,2,0,Conservative ,0.9793159999999997
3382,Easy-to-hard,3,2,1,Open,1.0
3383,Easy-to-hard,3,2,1,Conservative ,0.9791939999999997
3384,Easy-to-hard,3,2,2,Open,1.0
3385,Easy-to-hard,3,2,2,Conservative ,0.9792179999999996
3386,Easy-to-hard,3,2,3,Open,1.0
3387,Easy-to-hard,3,2,3,Conservative ,0.9796279999999997
3388,Easy-to-hard,3,2,4,Open,1.0
3389,Easy-to-hard,3,2,4,Conservative ,0.9847499999999997
3390,Easy-to-hard,3,2,5,Open,1.0
3391,Easy-to-hard,3,2,5,Conservative ,0.9801179999999996
3392,Easy-to-hard,3,2,6,Open,1.0
3393,Easy-to-hard,3,2,6,Conservative ,0.9791939999999997
3394,Easy-to-hard,3,2,7,Open,1.0
3395,Easy-to-hard,3,2,7,Conservative ,0.9809779999999997
3396,Easy-to-hard,3,2,8,Open,1.0
3397,Easy-to-hard,3,2,8,Conservative ,0.9792939999999998
3398,Easy-to-hard,3,2,9,Open,1.0
3399,Easy-to-hard,3,2,9,Conservative ,0.9792619999999996
3400,Easy-to-hard,3,3,0,Open,1.0
3401,Easy-to-hard,3,3,0,Conservative ,0.9784140000000001
3402,Easy-to-hard,3,3,1,Open,1.0
3403,Easy-to-hard,3,3,1,Conservative ,0.9770220000000001
3404,Easy-to-hard,3,3,2,Open,1.0
